Event ID,Ticket Number,Incident ID,Charger,Serial / Main Asset,Outlet,Fault Codes,Suggested Failure Date,Failure Date Source,Ticket Created,First CableTempSensor Evidence Date,Template yyyy-mm-dd (Review Only),Suggested Label,Confidence Reason,Final Label,Manual Failure Date,Possible Duplicate <=30d,Duplicate Group,Another Event <=90d,Title,Description,Root Cause,Solution,Repair Completed,Repair Evidence Date,Repair Evidence,Fault Flags,Multi-Fault Ticket,Other DC Fault Codes,Match Locations,First CableTempSensor Evidence,Match Count,JSON File
0449698_DC1,0449698,83763fa9-8231-4a86-93d3-df9e516b8cab,7BM2D4,MP/S4 170003555,DC1,DC1_CABLETEMPSENSOR_XD100,2025-09-15T06:12:11Z,ticket_created,2025-09-15T06:12:11Z,2025-09-15T06:12:11Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; diagnostic fault flags,,,,,,ID0449698-DC/Si-D/SE-[MP / S4 170003555]-DC1_CableTempSensor_XD100 VIV:0 RNE:1 KON:1,"Reported behavior/issue:
DC1_CableTempSensor_XD100
VIV:0 RNE:1 KON:1.
Solution: Reboot EcoG and restart docker
yyyy-mm-dd:",,Reboot EcoG and restart docker,No,,,VIV:0; RNE:1; KON:1,No,,additional_info[2].body; additional_info[2].subject; additional_info[4].subject; additional_info[5].body; description; title,ID0449698-DC/Si-D/SE-[MP / S4 170003555]-DC1_CableTempSensor_XD100 VIV:0 RNE:1 KON:1 Reported behavior/issue: DC1_CableTempSensor_XD100 VIV:0 RNE:1 KON:1. Solution: Reboot EcoG and restart docker yyyy-mm-dd:,6,83763fa9-8231-4a86-93d3-df9e516b8cab.json
0449415_DC2,0449415,669f5f67-dcd3-42d9-b387-76f5487cdca6,HTq143,RVP/T5 170004817,DC2,DC2_CABLETEMPSENSOR_XD100,2025-09-12T07:29:32Z,ticket_created,2025-09-12T07:29:32Z,2025-09-12T07:29:32Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; diagnostic fault flags,,,,,,ID0449415-DC/Si-D/SE-[RVP / T5 170004817]-DC2_CableTempSensor_XD100 VIV:0 RNE:1 KON:1,"Reported behavior/issue:
DC2_CableTempSensor_XD100 VIV:0 RNE:1 KON:1.
Solution:
N/A
yyyy-mm-dd:",,N/A,No,,,VIV:0; RNE:1; KON:1,No,,additional_info[10].subject; additional_info[11].body; additional_info[2].body; additional_info[2].subject; description; title,ID0449415-DC/Si-D/SE-[RVP / T5 170004817]-DC2_CableTempSensor_XD100 VIV:0 RNE:1 KON:1 Reported behavior/issue: DC2_CableTempSensor_XD100 VIV:0 RNE:1 KON:1. Solution: N/A yyyy-mm-dd:,6,669f5f67-dcd3-42d9-b387-76f5487cdca6.json
0447209_DC2,0447209,3bb8cca0-e1cd-4fe4-b5e7-c1a5eb83eb92,QQcmzb,Y2 / R7 313065117150,DC2,DC2_CABLETEMPSENSOR_XD101,2025-09-01T13:21:48Z,ticket_created,2025-09-01T13:21:48Z,2025-09-01T13:21:48Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language; sensor/troubleshooting evidence,,,,,,ID0447209-DC/Si-D/TR-[Y2 / R7 313065117150] DC2_CableTempSensor_XD101,"Reported issue:
There is ""DC2_CableTempSensor_XD101"" error
Solution: Replace CCS, wiring issue or StateMonitor
yyyy-mm-dd: NA",,"Replace CCS, wiring issue or StateMonitor",No,,,,No,,additional_info[2].body; additional_info[2].subject; additional_info[3].subject; description; title,"ID0447209-DC/Si-D/TR-[Y2 / R7 313065117150] DC2_CableTempSensor_XD101 Reported issue: There is ""DC2_CableTempSensor_XD101"" error Solution: Replace CCS, wiring issue or StateMonitor yyyy-mm-dd: NA",5,3bb8cca0-e1cd-4fe4-b5e7-c1a5eb83eb92.json
0446315_DC1,0446315,2b7081eb-d7dc-44da-8bf1-27a4452893bc,hH78oT,MP / S6 170003727,DC1,DC1_CABLETEMPSENSOR_XD100,2025-08-27T12:19:39Z,additional_info,2025-08-27T12:08:22Z,2025-08-27T12:19:39Z,,REVIEW,failure/error language; diagnostic fault flags,,,,,,ID0446315/DC/Si-D/DE-[MP / S6 170003727] Cable Temp Issue,"Reported behaviour/issue:  Cable Temp error DC1
Solution:
yyyy-mm-dd:",,yyyy-mm-dd:,No,,,VIV:0; RNE:1; KON:1,No,,additional_info[3].body,Semih Onsite Visit on this Area we saw that dc1 of 2 chargers were not available. Checking the logs show Cabletemp error DC1 hH78oT DC1_CableTempSensor_XD100 PLC DEVICE true VIV:0 RNE:1 KON:1 Outlet_DC1_codes PLC INFO true DC1 Errorcode:4,1,2b7081eb-d7dc-44da-8bf1-27a4452893bc.json
0446300_DC1,0446300,4bb5a5e3-86f2-424c-a89d-adbbce5115f2,y6nex3,MP / S6 170003728,DC1,DC1_CABLETEMPSENSOR_XD100,2025-08-27T12:00:19Z,additional_info,2025-08-27T11:57:09Z,2025-08-27T12:00:19Z,,REVIEW,failure/error language; diagnostic fault flags,,,Yes,DUP_0008,Yes,ID0446300/DC/Si-D/DE-[MP / S6 170003728] Cable Temp Issue,"Reported behaviour/issue:  Cable Temp error DC1
Solution:
yyyy-mm-dd:",,yyyy-mm-dd:,No,,,VIV:0; RNE:1; KON:1,No,,additional_info[1].body,Semih Onsite Visit on this Area we saw that dc1 of 2 chargers were not available. Checking the logs show Cabletemp error y6nex3 DC1_CableTempSensor_XD100 PLC DEVICE true VIV:0 RNE:1 KON:1 Outlet_DC1_codes PLC INFO true DC1 Errorcode:4,1,4bb5a5e3-86f2-424c-a89d-adbbce5115f2.json
0443378_DC1,0443378,d019521b-b440-441e-a478-f297e9430c13,y6nex3,MP / S6 170003728,DC1,DC1_CABLETEMPSENSOR_XD100,2025-08-26T07:32:26Z,additional_info,2025-08-12T09:01:05Z,2025-08-26T07:32:26Z,2025-08-12,REVIEW,diagnostic fault flags,,,Yes,DUP_0008,Yes,"ID0443378/DC/Si-D/DE-[MP / S6 170003728]Chargepoint 1 - ""secc is initializing""","Reported behaviour/issue:  Chargepoint 1 - ""secc is initializing""
Solution: install EcoG 1.4.12
yyyy-mm-dd:  2025-08-12",,install EcoG 1.4.12,No,,,VIV:0; RNE:1; KON:1,No,,additional_info[12].body; additional_info[13].body,Semih y6nex3 DC1_CableTempSensor_XD100 PLC DEVICE true VIV:0 RNE:1 KON:1 Outlet_DC1_codes PLC INFO true DC1 Errorcode:4 DC1 hH78oT DC1_CableTempSensor_XD100 PLC DEVICE true VIV:0 RNE:1 KON:1 Outlet_DC1_codes PLC INFO true DC1 Errorcode:4,2,d019521b-b440-441e-a478-f297e9430c13.json
0443721_DC2,0443721,50b1d306-c01a-44e2-9049-e4829be3c774,9q9L7z,MP / R5 170001928,DC2,DC2_CABLETEMPSENSOR_XD101,2025-08-13T14:03:47Z,ticket_created,2025-08-13T14:03:47Z,2025-08-13T14:03:47Z,,POSITIVE_MEDIUM,exact CableTempSensor fault code in title/description; other DC faults also present,,,,,,ID0443721-DC/Si-D/TR-[MP / R5 170001928] DC2_CoolingUnit_EP1_Fan/Pump,"Reported behaviour/issue: There is ""DC2_CoolingUnit_EP1_Fan/Pump"" and ""DC2_CableTempSensor_XD101"" errors
Solution: N/A
yyyy-mm-dd: N/A",,N/A,No,,,,Yes,DC2_COOLINGUNIT_EP1_FAN/PUMP,description,"ID0443721-DC/Si-D/TR-[MP / R5 170001928] DC2_CoolingUnit_EP1_Fan/Pump Reported behaviour/issue: There is ""DC2_CoolingUnit_EP1_Fan/Pump"" and ""DC2_CableTempSensor_XD101"" errors Solution: N/A yyyy-mm-dd: N/A",1,50b1d306-c01a-44e2-9049-e4829be3c774.json
0443637_DC2,0443637,14650059-fef8-4d45-a92d-b1e5436485ac,SSYNon,MP / R6 170002146,DC2,DC2_CABLETEMPSENSOR_XD101,2025-08-13T08:56:23Z,ticket_created,2025-08-13T08:56:23Z,2025-08-13T08:56:23Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language; diagnostic fault flags,,,,,,ID0443637-DC/Si-D/TR-[MP / R6 170002146] DC2_CableTempSensor_XD101,"Reported issue: There is ""DC2_CableTempSensor_XD101"" error.
Solution:
yyyy-mm-dd:",,yyyy-mm-dd:,No,,,VIV:0; RNE:1; KON:1,No,,additional_info[1].body; additional_info[2].body; additional_info[2].subject; additional_info[3].subject; additional_info[6].body; description; title,"ID0443637-DC/Si-D/TR-[MP / R6 170002146] DC2_CableTempSensor_XD101 Reported issue: There is ""DC2_CableTempSensor_XD101"" error. Solution: yyyy-mm-dd:",7,14650059-fef8-4d45-a92d-b1e5436485ac.json
0442409_DC1,0442409,dc0bac6b-4176-49f0-8fa3-722549314f3c,IaET66,MP/S4 170003481,DC1,DC1_CABLETEMPSENSOR_XD100,2025-08-07T06:46:33Z,ticket_created,2025-08-07T06:46:33Z,2025-08-07T06:46:33Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; sensor/troubleshooting evidence,,,,,,ID0442409-DC/Si-D/TR-[MP / S4 170003481] DC1_CableTempSensor_XD100,"Reported behavior/issue:
DC1_CableTempSensor_XD100
Solution:
yyyy-mm-dd:",,yyyy-mm-dd:,No,,,,No,,additional_info[2].body; additional_info[4].body; additional_info[4].subject; additional_info[6].subject; additional_info[8].body; description; title,ID0442409-DC/Si-D/TR-[MP / S4 170003481] DC1_CableTempSensor_XD100 Reported behavior/issue: DC1_CableTempSensor_XD100 Solution: yyyy-mm-dd:,7,dc0bac6b-4176-49f0-8fa3-722549314f3c.json
0441955_DC1,0441955,9bf85878-dc83-4e60-9c3e-7438efdeb856,DViUun,MP / S3 170003388,DC1,DC1_CABLETEMPSENSOR_XD100,2025-08-05T10:04:01Z,ticket_created,2025-08-05T10:04:01Z,2025-08-05T10:04:01Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language; sensor/troubleshooting evidence,,,,,,ID0441955-DC/Si-D/DK-[MP/S3 170003388] DC1_CableTempSensor_XD100 error,"Reported behavior/issue: DC1_CableTempSensor_XD100 error
Solution:
yyyy-mm-dd:",,yyyy-mm-dd:,No,,,,No,,additional_info[3].body; additional_info[3].subject; additional_info[5].subject; additional_info[6].subject; description; title,ID0441955-DC/Si-D/DK-[MP/S3 170003388] DC1_CableTempSensor_XD100 error Reported behavior/issue: DC1_CableTempSensor_XD100 error Solution: yyyy-mm-dd:,6,9bf85878-dc83-4e60-9c3e-7438efdeb856.json
0440761_DC2,0440761,f10c1071-066d-f011-b4cb-7c1e52768c07,OOsTF9,MP / R7 170002205,DC2,DC2_CABLETEMPSENSOR_XD101,2025-07-30T05:31:30Z,ticket_created,2025-07-30T05:31:30Z,2025-07-30T05:31:30Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language; diagnostic fault flags,,,,,Yes,ID0440761-DC/Si-D/CZ- [MP / R7 170002205] DC2_CableTempSensor_XD101 -VIV:0 RNE:1 CBL:1 KON:1 CBL:1 HOU:1 CRet:1,"Reported behavior/issue:  we are getting PLC error flags regarding the DC2 Cable.
We have 0V here XD16:15B.
At this charging station we have 5,82m liquid-cooled cable.
Please specify which MLFB to order.
I suppose is this one 1 x 8EM5903-0AA03-4AA3 with 1 x 8EM5905-
0AA01-1AA4.",,,No,,,VIV:0; RNE:1; KON:1,No,,additional_info[5].subject; additional_info[6].subject; title,"ID0440761-DC/Si-D/CZ- [MP / R7 170002205] DC2_CableTempSensor_XD101 -VIV:0 RNE:1 CBL:1 KON:1 CBL:1 HOU:1 CRet:1 Reported behavior/issue: we are getting PLC error flags regarding the DC2 Cable. We have 0V here XD16:15B. At this charging station we have 5,82m liquid-cooled cable. Please specify which MLFB to order. I suppose is this one 1 x 8EM5903-0AA03-4AA3 with 1 x 8EM5905- 0AA01-1AA4.",3,f10c1071-066d-f011-b4cb-7c1e52768c07.json
0440574_DC1,0440574,cfdae758-2e3f-4892-9a8a-e8f733a8158f,pTCY0P,MP / PN 170001131,DC1,DC1_CABLETEMPSENSOR_XD100,2025-07-29T10:31:12Z,ticket_created,2025-07-29T10:31:12Z,2025-07-29T10:31:12Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language,,,,,,ID0440574-DC/Si-D/TR-[MP / PN 170001131] DC1_CableTempSensor_XD100,"There is ""DC1_CableTempSensor_XD100"" error",,,No,,,,No,,additional_info[2].body; additional_info[2].subject; description; title,"ID0440574-DC/Si-D/TR-[MP / PN 170001131] DC1_CableTempSensor_XD100 There is ""DC1_CableTempSensor_XD100"" error",4,cfdae758-2e3f-4892-9a8a-e8f733a8158f.json
0440227_DC1,0440227,12d18e31-d3ea-458b-98bb-da5644a102bb,mkl1TO,RVP/T2 170004469,DC1,DC1_CABLETEMPSENSOR_XD100,2025-07-28T07:40:30Z,ticket_created,2025-07-28T07:40:30Z,2025-07-28T07:40:30Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; diagnostic fault flags,,,,,,ID0440227-DC/Si-D/SE-[RVP/T2 170004469]-DC1_CableTempSensor_XD100 VIV:0 RNE:1 KON:1,"Reported behavior/issue:
DC1_CableTempSensor_XD100 VIV:0 RNE:1 KON:1
Solution:
N/A
yyyy-mm-dd:",,N/A,No,,,VIV:0; RNE:1; KON:1,No,,additional_info[2].body; additional_info[3].body; additional_info[3].subject; additional_info[6].subject; additional_info[9].body; description; title,ID0440227-DC/Si-D/SE-[RVP/T2 170004469]-DC1_CableTempSensor_XD100 VIV:0 RNE:1 KON:1 Reported behavior/issue: DC1_CableTempSensor_XD100 VIV:0 RNE:1 KON:1 Solution: N/A yyyy-mm-dd:,7,12d18e31-d3ea-458b-98bb-da5644a102bb.json
0438809_DC1,0438809,b500e1d1-0d66-f011-bec3-7c1e52768372,ABxBUJ,RVP/T3170004602,DC1,DC1_CABLETEMPSENSOR_XD100,2025-07-23T15:48:08Z,additional_info,2025-07-21T08:36:42Z,2025-07-23T15:48:08Z,2025-07-21,REVIEW,diagnostic fault flags; sensor/troubleshooting evidence,,,,,,"ID0438809-DC/Si-D/FR-[RVP/T3170004602]vendorErrorCode"":""evse is not ready""","Reported behavior/issue: vendorErrorCode"":""evse is not ready""
Solution:
yyyy-mm-dd: 2025-07-21",,yyyy-mm-dd: 2025-07-21,No,,,VIV:0; RNE:1; KON:1,No,,additional_info[8].body,"RE: ID0438809-DC/Si-D/FR-[RVP/T3170004602]vendorErrorCode"":""evse is not ready"" CRM:02889000236 Dear Colleagues, I am writing to formally inform that we are moving case 0438809 ﻿from the Technical Support to the eMobility RC- FR SI E Queue (Level 2) , due to one or more following reason (s): We have checked the charger error flag related to DC1_CableTempSensor_XD100 error on AWS which implies that charging cable temperature sensor error. Please do the troubleshooting of the resistance on the plug via the connectors to the StateMonitor, please provide us photos and videos of the troubleshooting. I recommend you carry a spare CCS cable in case it needs replacement. 1) Check CC2 Plug if there is any water Ingress or Moisture or any physical damage 2) Please check PT1000 resistance value for DC1 in State Monitor KF14 3) Check tightness of cable at F03-XD",1,b500e1d1-0d66-f011-bec3-7c1e52768372.json
0437397_DC1,0437397,1e337291-a060-f011-bec2-7c1e52368d4f,VkLemc,RVP/T5170004820,DC1,DC1_CABLETEMPSENSOR_XD100,2025-07-14T10:52:04Z,ticket_created,2025-07-14T10:52:04Z,2025-07-14T10:52:04Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language; diagnostic fault flags; sensor/troubleshooting evidence,,,,,,ID0437397-DC/Si-D/AT-[RVP/T5170004820] DC1_CableTempSensor_XD100,"Reported behavior/issue: Newly commissioned charger showing error
Solution:
yyyy-mm-dd:",,yyyy-mm-dd:,No,,,VIV:0; RNE:1; KON:1,No,,additional_info[2].body; additional_info[3].body; additional_info[7].subject; title,ID0437397-DC/Si-D/AT-[RVP/T5170004820] DC1_CableTempSensor_XD100 Reported behavior/issue: Newly commissioned charger showing error Solution: yyyy-mm-dd:,4,1e337291-a060-f011-bec2-7c1e52368d4f.json
0435701_DC2,0435701,e49ae6f7-c059-f011-bec2-7c1e523508ba,57XFLG,MP / P4 170000467,DC2,DC2_CABLETEMPSENSOR_XD101,2025-07-12T19:39:54Z,additional_info,2025-07-05T16:56:20Z,2025-07-12T19:39:54Z,,REVIEW,failure/error language,,,,,,ID0435701-DC/Si-D/IL-[MP / P4 170000467] Station  out of service,"Reported behavior/issue: Station out of service
Solution:
yyyy-mm-dd:",,yyyy-mm-dd:,No,,,,No,,additional_info[15].body,"nt — Session 164027, Connector 3, Hyundai IONIQ 5 (DC2) 14:30:03 — Charging started (Transaction Id 164027). 14:52:28–14:52:34 — Vehicle sends a Pause command; charger switches to AVAILABLE → session ends. 📌 Note: Between the PAUSE state and the appearance of the faults, there are no logs indicating cable disconnection and reconnection. We therefore assume the vehicle remained physically connected to the charger until the moment of failure. From 14:52:39 onwards: Abnormal cable temperature (DC2_CableTempSensor_XD101). Insulation resistance dropped below threshold (IMD_BC2, 48kΩ). DC contactor faults. Error codes in DC2 module. 14:56:14–14:56:19: Emergency Stop button pressed by customer. Safety Relay (QA26) opened. All PowerConverters report as FAULTED. All connectors and outlets marked as out of order. PLC and tripline failures. Customer report from the field: Customer noticed a strong burnt smell and smoke near the cable-vehicle connection point, pressed the Emergency Stop button, and was then unab",1,e49ae6f7-c059-f011-bec2-7c1e523508ba.json
0436304_DC2,0436304,40dd8b60-115c-f011-bec2-6045bddf397a,yRk5yL,Y2 / R2 312555359/025,DC2,DC2_CABLETEMPSENSOR_XD101,2025-07-08T16:21:51Z,additional_info,2025-07-08T15:36:59Z,2025-07-08T16:21:51Z,2025-06-13,REVIEW,diagnostic fault flags,,,,,,ID0436304-DC/Si-D/FR-[Y2 / R2 312555359/025]Tesla got stuck on a CCS 250A PheonixContact cable.,"Reported behaviour/issue: A Tesla got stuck on a CCS 250A PheonixContact cable.
Issue occured at 3pm on the 13/06/25.
Solution: N/A
yyyy-mm-dd: 2025-06-13",,N/A,No,,,KON:1; VIV:0; PLE:1,No,,additional_info[7].body,": ""secc2300-06186"", ""outlet"": ""3"", ""outletType"": ""CCS"", ""payload"": { ""source"": ""EV"", ""user"": ""internal"" } } The session was terminated correctly. The shutdown was triggered due to a temperature difference of approximately 25°C between the negative and positive pins of the plug, with the positive pin reaching a maximum of 70°C. We did not detect an overall high temperature from the cable during this session. However, we also observed the following error at the same timestamp: PLC Error Flag 'DC2_CableTempSensor_XD101' changed from false (""temperature sensors okay KON:1"") to true (""VIV:0 PLE:1 KON:1""). The client attempted to restart the session twice, but the charger failed to switch to the B2 pilot state. From the pictures, it is clearly visible that the plug melted into the connector of the charger, despite no high cable temperature being detected.",1,40dd8b60-115c-f011-bec2-6045bddf397a.json
0434722_DC2,0434722,b4dcba20-c5a0-4a95-92c3-1073fd36edbe,zjZblo,,DC2,DC2_CABLETEMPSENSOR_XD101,2025-07-01T13:35:03Z,ticket_created,2025-07-01T13:35:03Z,2025-07-01T13:35:03Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language,,,,,,ID0434722-DC/Si-D/TR-[Y2/T4 314241502041] DC2_CableTempSensor_XD101,"There are 3 error flags as below,
DC2_CableTempSensor_XD101
Outlet 2: outoforder, MeterState: Working
Outlet_DC2_codes: DC2 Errorcode:4",,,No,,,,No,,additional_info[2].body; additional_info[2].subject; additional_info[4].subject; additional_info[5].subject; additional_info[7].subject; description; title,"ID0434722-DC/Si-D/TR-[Y2/T4 314241502041] DC2_CableTempSensor_XD101 There are 3 error flags as below, DC2_CableTempSensor_XD101 Outlet 2: outoforder, MeterState: Working Outlet_DC2_codes: DC2 Errorcode:4",7,b4dcba20-c5a0-4a95-92c3-1073fd36edbe.json
0434640_DC1,0434640,d270604a-27da-4c90-bab8-80967c8906a2,1h4b1k,Y2 / R4 313059181003,DC1,DC1_CABLETEMPSENSOR_XD100,2025-07-01T10:27:36Z,ticket_created,2025-07-01T10:27:36Z,2025-07-01T10:27:36Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; diagnostic fault flags,,,,,,ID0434640-DC/Si-D/TR-[Y2 / R4 313059181003] DC1_CableTempSensor_XD100,"Reported behaviour/issue:
DC1_CableTempSensor_XD100
VIV:0 RNE:1 KON:1
Solution:
N/A
yyyy-mm-dd:
N/A",,N/A,No,,,VIV:0; RNE:1; KON:1,No,,additional_info[2].body; additional_info[2].subject; additional_info[6].subject; description; title,ID0434640-DC/Si-D/TR-[Y2 / R4 313059181003] DC1_CableTempSensor_XD100 Reported behaviour/issue: DC1_CableTempSensor_XD100 VIV:0 RNE:1 KON:1 Solution: N/A yyyy-mm-dd: N/A,5,d270604a-27da-4c90-bab8-80967c8906a2.json
0433209_DC2,0433209,f13c9dbd-0551-f011-877b-7c1e52faf3c6,9NAmV1,MP / SD 170004222,DC2,DC2_CABLETEMPSENSOR_XD101,2025-06-24T14:16:00Z,ticket_created,2025-06-24T14:16:00Z,2025-06-24T14:16:00Z,2025-06-24,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language,,,,,,ID0433209-DC/Si-D/FR-{ MP / SD 170004222] DC2_CableTempSensor_XD101,"Reported behavior/issue: Charging point out of service
Solution: NA
yyyy-mm-dd: 2025-06-24",,NA,No,,,,No,,additional_info[10].subject; additional_info[6].subject; additional_info[7].subject; additional_info[8].subject; title,ID0433209-DC/Si-D/FR-{ MP / SD 170004222] DC2_CableTempSensor_XD101 Reported behavior/issue: Charging point out of service Solution: NA yyyy-mm-dd: 2025-06-24,5,f13c9dbd-0551-f011-877b-7c1e52faf3c6.json
0432794_DC1,0432794,5cade9ce-1850-f011-877b-000d3adc93d1,zECDSL,MP / S0 170004100,DC1,DC1_CABLETEMPSENSOR_XD100,2025-06-23T10:07:57Z,additional_info,2025-06-23T09:59:59Z,2025-06-23T10:07:57Z,,REVIEW,failure/error language; diagnostic fault flags; sensor/troubleshooting evidence,,,,,,ID0432794-DC/Si-D/AT-[MP / S0 170004100] CableTemp sensor error on both outlets,"Reported behavior/issue: CableTemp sensor error on both outlets
Solution:
yyyy-mm-dd:",,yyyy-mm-dd:,No,,,VIV:0; SOV:1,No,,additional_info[2].body,Issue Description No 1. The cahrger has CableTemp sensor error on both outlets. When you restart the station it seems to disappear but the same error comes back after some time. Please also send the key of various error flags so that we can decode them ourselves. 'DC1_CableTempSensor_XD100' changed to true - (VIV:0 SOV:1 CFeed:1) No 2. The charger cannot be updated ‘Rollout already initiated’ error,1,5cade9ce-1850-f011-877b-000d3adc93d1.json
